,Age,Attrition,DistanceFromHome,Education,EmployeeID,EmployeeCount,Gender,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
172,35,0,15,2,173,1,1,2,54060,0.0,12,1,6.0,2,5,4,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
173,54,0,2,4,174,1,0,2,89380,7.0,11,3,19.0,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
174,34,0,8,2,175,1,0,1,24390,3.0,11,2,14.0,2,7,5,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
175,46,0,2,3,176,1,0,1,88370,2.0,18,0,15.0,3,3,1,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
176,31,0,7,3,177,1,0,2,53430,1.0,14,1,13.0,3,13,0,8,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
177,33,1,10,3,178,1,1,4,67280,7.0,22,0,15.0,2,7,7,7,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
178,33,1,5,4,179,1,0,2,66520,7.0,25,0,8.0,5,4,1,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
179,30,0,2,3,180,1,0,1,48500,0.0,12,1,4.0,4,3,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
180,35,0,12,2,181,1,1,2,28090,4.0,23,1,10.0,2,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
181,31,1,22,2,182,1,1,2,56890,3.0,15,2,12.0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
182,34,1,17,1,183,1,0,1,20010,9.0,22,1,11.0,5,3,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
183,42,0,2,4,184,1,1,1,29770,4.0,15,3,8.0,3,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
184,36,0,3,4,185,1,0,1,40250,1.0,11,0,10.0,3,10,9,7,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
185,22,1,7,3,186,1,1,2,37850,5.0,13,2,4.0,2,2,1,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
186,48,0,6,3,187,1,0,1,108540,2.0,14,1,14.0,6,9,6,7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
187,55,0,1,3,188,1,1,1,120310,3.0,11,0,37.0,5,10,7,7,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
188,41,0,3,2,189,1,1,2,99360,7.0,17,1,16.0,2,14,1,10,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
189,35,0,22,3,190,1,1,1,29660,9.0,18,0,15.0,2,11,6,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
190,40,0,15,3,191,1,1,2,25710,7.0,14,0,22.0,1,20,5,13,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
191,39,0,12,1,192,1,0,1,99910,1.0,16,1,8.0,3,8,0,7,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
192,31,0,1,4,193,1,0,3,61420,4.0,13,2,10.0,2,6,0,5,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
193,42,0,5,3,194,1,0,3,53900,1.0,14,0,10.0,3,10,5,8,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
194,45,0,2,1,195,1,1,4,44040,0.0,23,0,9.0,2,8,3,7,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
195,26,1,2,1,196,1,1,2,59930,0.0,12,0,8.0,3,7,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
196,29,0,5,3,197,1,0,1,51300,4.0,11,0,8.0,3,3,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
197,33,0,16,3,198,1,1,1,20900,4.0,16,0,10.0,2,6,0,5,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
198,31,0,2,4,199,1,1,1,29090,9.0,14,2,10.0,2,5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
199,18,1,2,3,200,1,0,1,34680,1.0,18,2,0.0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
200,40,0,1,4,201,1,1,2,30680,3.0,19,0,20.0,3,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
201,41,0,23,3,202,1,0,2,26700,2.0,15,2,10.0,2,8,0,7,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
202,26,0,9,4,203,1,0,3,26930,5.0,17,3,8.0,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
203,35,0,16,4,204,1,0,2,95260,1.0,15,0,5.0,2,5,0,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
204,34,0,26,3,205,1,0,1,52370,1.0,19,1,10.0,3,10,5,7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
205,26,1,1,3,206,1,1,2,24260,1.0,22,0,1.0,3,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
206,37,0,8,1,207,1,0,1,41930,4.0,16,1,12.0,5,6,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
207,46,0,4,1,208,1,0,5,29110,5.0,13,0,28.0,3,2,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
208,41,0,24,1,209,1,0,1,26610,7.0,14,1,22.0,2,18,11,8,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
209,37,0,7,2,210,1,0,1,20280,1.0,16,1,9.0,3,9,7,7,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
210,52,0,2,1,211,1,0,1,99800,2.0,11,1,18.0,2,10,6,9,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
211,32,1,7,2,212,1,1,2,32980,8.0,22,0,6.0,4,4,1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
212,24,0,22,3,213,1,1,1,29350,0.0,14,2,3.0,5,2,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
213,38,0,5,3,214,1,1,1,154270,3.0,16,1,18.0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
214,37,0,1,4,215,1,1,5,39440,6.0,11,2,8.0,3,6,4,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
215,49,0,21,1,216,1,0,1,40110,1.0,18,2,31.0,2,31,0,9,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
216,24,0,1,3,217,1,1,1,34070,1.0,15,2,6.0,2,6,1,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
217,26,0,19,4,218,1,1,4,119940,1.0,14,1,6.0,6,5,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
218,24,0,7,3,219,1,1,1,12320,1.0,12,0,1.0,4,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
219,50,0,2,2,220,1,0,1,29600,1.0,14,3,32.0,2,32,10,7,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
220,25,0,2,3,221,1,0,1,190940,1.0,16,0,7.0,3,7,0,6,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
221,24,1,2,3,222,1,0,2,39190,1.0,21,0,6.0,3,6,1,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
222,30,1,9,3,223,1,0,2,68250,1.0,14,0,1.0,2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
223,34,0,6,2,224,1,0,4,102480,1.0,12,1,6.0,4,6,1,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
224,31,1,9,1,225,1,1,1,189470,2.0,12,2,9.0,2,3,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
225,35,0,2,3,226,1,1,5,24960,4.0,17,3,9.0,3,3,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
226,31,0,1,3,227,1,1,2,64650,4.0,17,0,13.0,3,7,5,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
227,27,0,22,4,228,1,0,1,22060,0.0,14,1,6.0,4,5,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
228,37,0,9,4,229,1,1,2,20860,4.0,14,0,17.0,3,3,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
229,20,0,17,4,230,1,1,1,22930,1.0,13,2,1.0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
230,42,0,28,4,231,1,1,2,26450,1.0,15,0,10.0,5,10,2,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
231,43,0,10,5,232,1,1,2,26830,4.0,11,0,21.0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
232,38,0,2,4,233,1,0,1,20140,3.0,17,1,8.0,5,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
233,43,0,4,3,234,1,1,2,34190,3.0,11,1,10.0,5,8,4,7,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
234,48,0,8,1,235,1,0,2,53760,7.0,13,1,21.0,3,3,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
235,44,0,29,4,236,1,0,2,19510,4.0,22,3,10.0,4,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
236,34,0,13,4,237,1,1,1,23410,1.0,20,2,8.0,3,8,0,6,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
237,27,1,27,3,238,1,0,2,22930,0.0,18,0,5.0,0,4,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
238,21,0,16,2,239,1,0,3,87260,1.0,11,1,3.0,2,3,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
239,44,0,2,2,240,1,0,1,40110,4.0,14,1,26.0,2,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
240,22,0,2,2,241,1,1,2,195450,0.0,14,0,3.0,3,2,2,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
241,33,0,13,4,242,1,1,2,45680,0.0,18,1,6.0,2,5,1,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
242,32,0,1,1,243,1,1,1,30220,1.0,16,1,6.0,3,6,0,5,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
243,30,0,4,5,244,1,0,3,57720,1.0,17,0,1.0,3,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
244,53,0,24,3,245,1,1,3,22690,7.0,11,1,18.0,2,14,8,10,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
245,34,0,1,5,246,1,0,1,53810,1.0,12,0,10.0,0,10,8,8,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
246,45,1,19,4,247,1,0,3,34410,2.0,13,1,5.0,5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
247,26,0,7,2,248,1,0,1,54540,1.0,13,1,3.0,5,3,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
248,37,0,4,3,249,1,0,1,98840,1.0,14,0,10.0,3,10,7,8,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
249,29,0,2,3,250,1,1,1,41570,1.0,17,3,6.0,2,6,1,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
250,35,0,10,5,251,1,1,4,134580,1.0,11,0,17.0,3,17,11,8,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
251,33,0,8,3,252,1,0,2,90690,3.0,25,1,15.0,3,13,4,7,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
252,54,0,5,2,253,1,1,2,40140,2.0,19,1,16.0,4,9,7,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
253,36,0,8,3,254,1,0,2,59150,2.0,13,1,13.0,3,3,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
254,27,0,9,3,255,1,0,5,59930,0.0,14,1,5.0,3,4,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
255,20,1,1,3,256,1,0,5,61620,1.0,12,3,1.0,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
256,33,1,15,4,257,1,1,1,24060,1.0,11,0,10.0,3,10,9,7,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
257,35,0,2,1,258,1,0,1,187400,1.0,19,1,1.0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
258,23,0,2,3,259,1,0,1,76370,2.0,11,1,5.0,3,3,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
259,25,0,11,3,260,1,0,2,100960,0.0,11,1,4.0,3,3,1,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
260,38,0,16,3,261,1,0,5,147560,0.0,20,1,8.0,3,7,0,5,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
261,29,0,2,4,262,1,0,4,64990,1.0,18,3,10.0,3,10,2,8,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
262,48,0,16,3,263,1,0,1,97240,3.0,13,0,12.0,2,2,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
263,27,0,4,3,264,1,0,5,21940,1.0,12,0,6.0,5,6,0,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
264,37,0,16,3,265,1,0,3,33880,3.0,11,0,4.0,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
265,50,0,5,3,266,1,0,1,54730,1.0,19,1,20.0,2,20,3,8,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
266,34,0,18,1,267,1,0,1,27030,1.0,21,1,9.0,2,8,7,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
267,24,1,17,2,268,1,1,1,25010,9.0,12,0,4.0,3,2,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
268,39,0,12,5,269,1,1,1,62200,1.0,14,2,20.0,2,20,11,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
269,32,0,2,3,270,1,0,5,30380,1.0,11,0,10.0,5,10,0,8,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
270,50,1,4,2,271,1,0,4,44240,3.0,14,1,18.0,2,4,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
271,38,0,9,4,272,1,0,1,43120,0.0,12,1,10.0,2,9,1,8,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
272,27,0,10,3,273,1,0,5,132450,1.0,23,1,9.0,3,9,0,7,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
273,32,0,1,3,274,1,0,2,136640,3.0,14,0,10.0,6,7,7,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
274,47,0,2,3,275,1,1,5,50210,2.0,17,0,20.0,3,7,1,7,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
275,40,0,3,4,276,1,1,3,51260,5.0,18,0,20.0,2,18,1,12,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
276,53,0,7,1,277,1,0,2,28590,3.0,18,1,32.0,2,5,1,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
277,41,0,6,3,278,1,0,1,102390,3.0,24,3,23.0,3,21,12,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
278,60,0,8,2,279,1,1,5,53290,8.0,20,0,10.0,3,2,2,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
279,27,0,29,1,280,1,0,2,43250,1.0,14,0,9.0,2,9,1,7,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
280,41,0,3,3,281,1,0,1,72600,1.0,16,0,22.0,2,22,2,10,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
281,50,0,9,3,282,1,0,2,23220,7.0,25,1,4.0,0,2,2,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
282,28,1,2,4,283,1,0,3,20750,7.0,18,3,10.0,0,7,3,7,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
283,36,0,10,4,284,1,1,2,41520,9.0,19,1,10.0,3,8,0,5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
284,38,0,1,3,285,1,1,3,96190,4.0,13,1,10.0,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
285,44,0,8,2,286,1,0,1,135030,2.0,12,0,9.0,6,5,1,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
286,47,0,27,3,287,1,0,1,54410,9.0,22,1,28.0,6,22,11,13,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
287,30,0,8,3,288,1,0,2,52090,7.0,14,1,10.0,3,8,7,7,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
288,29,0,1,2,289,1,1,1,106730,1.0,13,3,1.0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
289,42,1,10,1,290,1,1,1,50100,6.0,21,3,7.0,3,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
290,43,0,26,1,291,1,0,1,135490,3.0,11,2,7.0,3,2,2,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
291,34,0,2,5,292,1,0,2,49990,3.0,12,2,10.0,2,5,4,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
292,23,0,13,3,293,1,0,5,42210,1.0,11,1,5.0,4,4,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
293,39,0,2,4,294,1,1,4,138720,9.0,12,3,12.0,3,8,3,6,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
294,56,0,2,4,295,1,0,1,20420,7.0,12,0,30.0,6,10,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
295,40,0,9,3,296,1,0,2,20730,0.0,14,0,5.0,3,4,2,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
296,27,0,10,3,297,1,1,1,29560,8.0,13,0,9.0,6,7,0,7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
297,29,0,20,3,298,1,1,2,29260,1.0,15,1,2.0,3,2,2,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
298,53,0,9,3,299,1,1,3,48090,2.0,18,0,19.0,2,2,2,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
299,35,0,5,1,300,1,0,1,51630,2.0,18,2,16.0,4,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
300,32,0,4,4,301,1,0,2,188440,1.0,19,0,10.0,3,10,4,7,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
301,38,0,10,3,302,1,0,4,181720,6.0,12,2,6.0,5,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
302,34,0,20,3,303,1,1,3,57440,3.0,19,1,7.0,4,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
303,52,0,21,5,304,1,0,3,28890,1.0,11,1,34.0,2,34,1,16,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
304,33,1,1,2,305,1,0,3,28710,1.0,17,3,10.0,2,10,7,8,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
305,25,0,8,3,306,1,0,2,74840,1.0,15,0,6.0,3,6,1,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
306,45,0,2,3,307,1,0,3,60740,0.0,14,0,9.0,2,8,3,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
307,23,0,23,1,308,1,1,2,173280,1.0,17,1,2.0,2,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
308,47,1,4,3,309,1,0,1,27740,4.0,13,1,10.0,2,5,1,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
309,34,0,12,3,310,1,0,1,45050,1.0,12,0,6.0,3,6,1,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
310,55,1,7,3,311,1,0,4,74280,5.0,12,0,24.0,2,5,1,4,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
311,36,0,7,2,312,1,0,5,116310,1.0,18,1,10.0,2,10,0,9,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
312,52,0,1,4,313,1,0,5,97380,0.0,18,2,5.0,2,4,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
313,26,0,2,2,314,1,0,1,28350,3.0,11,1,5.0,2,2,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
314,29,0,10,2,315,1,0,3,169590,4.0,14,3,11.0,5,8,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
315,26,1,15,2,316,1,0,2,26130,6.0,19,1,6.0,2,4,1,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
316,34,0,14,4,317,1,0,2,61460,2.0,12,0,10.0,3,4,1,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
317,54,0,18,4,318,1,1,2,49630,9.0,15,1,9.0,2,5,1,4,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
318,27,0,13,2,319,1,1,4,195370,0.0,12,0,5.0,5,4,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
319,37,0,2,4,320,1,0,2,61720,0.0,11,0,6.0,1,5,4,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
320,38,0,2,4,321,1,1,2,23680,6.0,11,1,17.0,3,15,4,12,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
321,34,0,2,3,322,1,0,1,103120,1.0,12,0,6.0,2,6,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
322,35,0,5,4,323,1,0,3,16750,1.0,16,0,3.0,6,3,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
323,30,0,20,3,324,1,0,1,25230,3.0,13,1,7.0,2,2,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
324,40,0,10,4,325,1,0,2,65670,1.0,13,1,8.0,3,8,3,7,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
325,34,0,10,3,326,1,0,3,47390,5.0,24,2,6.0,2,3,1,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
326,42,0,9,4,327,1,0,1,92080,1.0,15,1,24.0,2,24,14,9,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
327,23,1,2,3,328,1,1,4,45590,1.0,18,1,1.0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
328,24,0,1,5,329,1,1,1,81890,1.0,14,1,1.0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
329,52,0,29,3,330,1,0,2,29420,8.0,11,1,9.0,1,5,1,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
330,50,0,8,4,331,1,0,2,49410,5.0,11,1,30.0,3,4,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
331,29,1,2,4,332,1,1,4,106500,1.0,13,2,1.0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
332,33,0,3,4,333,1,0,4,59020,0.0,12,1,14.0,2,13,3,7,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
333,33,1,23,5,334,1,0,1,86390,5.0,16,2,6.0,3,3,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
334,47,0,6,4,335,1,0,2,63470,1.0,14,0,26.0,2,26,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
335,36,0,6,3,336,1,1,2,42000,0.0,22,0,10.0,3,9,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
336,29,0,10,3,337,1,0,1,34520,1.0,11,0,10.0,3,10,0,7,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
337,58,1,24,3,338,1,1,2,43170,7.0,17,0,40.0,2,31,13,8,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
338,35,0,10,4,339,1,1,1,26320,3.0,13,3,7.0,3,2,2,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
339,42,0,15,1,340,1,0,2,46680,9.0,18,2,8.0,2,4,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
340,28,1,19,4,341,1,1,2,32040,6.0,16,1,5.0,4,2,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
341,36,0,2,3,342,1,0,2,27200,4.0,14,1,8.0,3,5,0,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
342,32,0,3,1,343,1,0,2,171810,1.0,14,0,14.0,2,14,6,8,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
343,40,0,9,3,344,1,0,3,22380,2.0,14,0,10.0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
344,30,0,7,3,345,1,0,2,14830,5.0,13,0,12.0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
345,45,0,10,4,346,1,0,1,56050,1.0,12,2,1.0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
346,42,0,20,2,347,1,0,2,72950,1.0,15,0,10.0,3,9,7,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
347,38,0,4,3,348,1,0,2,23060,2.0,19,1,13.0,5,4,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
348,34,0,7,4,349,1,0,3,23480,1.0,14,1,6.0,3,5,1,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
